CO2 Emissions: 0.005140697641224397 kg
Peak Memory Usage: 3056.34765625 MB

Profile Stats:
         36904374 function calls (34790896 primitive calls) in 865.198 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/collective_util.py:120(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/type_spec.py:271(<lambda>)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:2699(anonymous_name)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/dataset_ops.py:4522(_inputs)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/trainer.py:900(_is_per_replica_instance)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:505(isbuiltin)
       15    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:1751(_initialize_physical_devices)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:5414(add_to_collection)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/data_adapters/array_slicing.py:338(can_slice_array)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:178(getwidth)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/tf_stack.py:36(<lambda>)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:225(aggregation)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/zip_op.py:52(<listcomp>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:997(forward)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:162(__init__)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:305(name)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/variable_scope.py:1091(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/models/functional.py:650(unpack_singleton)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/capture/capture_container.py:316(by_val_capture_tuples)
       15    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/trace_type_builder.py:89(update_naming_scope)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1424(_path_importer_cache)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/losses/loss.py:101(standardize_reduction)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:1208(_to_batched_tensor_list)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:1343(graph)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/data_adapters/data_adapter.py:91(on_epoch_begin)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/default_types.py:42(is_nan)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/autograph/impl/api.py:652(convert)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/collections/__init__.py:442(_make)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/default_types.py:115(placeholder_value)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/custom_gradient.py:393(<genexpr>)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:766(__enter__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:228(_acquireLock)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/tree/optree_impl.py:49(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_cache.py:81(generalize)
        2    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/autograph/core/converter.py:171(__eq__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/core/input_layer.py:119(dtype)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback.py:263(on_test_end)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/backprop.py:801(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:236(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/utils/tracking.py:199(__init__)
       30    0.000    0.000    0.000    0.000 {function TrackedList.clear at 0x79d642e25a80}
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback.py:97(on_epoch_begin)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback.py:252(on_test_begin)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/zip_op.py:27(_ZipDataset)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:4118(_override_gradient_function)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/trace_type_builder.py:92(naming_scope)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.11/traceback.py:322(walk_stack)
       15    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/optimizers/base_optimizer.py:782(_clip_gradients)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/optional_ops.py:196(element_spec)
        9    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:769(__exit__)
       30    0.000    0.000    0.000    0.000 {function TrackedSet.clear at 0x79d642e26520}
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:4063(_reduce_to)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/tf_stack.py:95(__init__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/eager_function_run.py:25(functions_run_eagerly)
       16    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/utils/tracking.py:65(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/options.py:166(_to_proto)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:437(__len__)
        2    0.000    0.000    0.000    0.000 {method 'MergeFrom' of 'google._upb._message.Message' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/range_op.py:28(_RangeDataset)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:1095(flatten)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:283(ismodule)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/from_tensors_op.py:41(element_spec)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherWatchedVariables}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/flat_map_op.py:52(element_spec)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/utils/tracking.py:14(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/structured_function.py:55(_should_unpack)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/reshaping/flatten.py:50(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:237(_releaseLock)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:980(__init__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/google/colab/_import_hooks/_altair.py:27(find_spec)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/default_types.py:770(<genexpr>)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/structured_function.py:307(function)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/object_identity.py:129(__init__)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/type_spec.py:581(__tf_tracing_type__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:1747(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/lift_to_graph.py:248(<genexpr>)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/google/colab/_import_hooks/_cv2.py:67(find_module)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/flat_map_op.py:27(_FlatMapDataset)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:1702(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:3134(add_to_collection)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/platform/device_context.py:17(enclosing_tpu_context)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/keras_tensor.py:46(shape)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/optimizer.py:158(<listcomp>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest_util.py:1131(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherRemove}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/history.py:27(__init__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/optional_ops.py:246(_to_components)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/from_tensors_op.py:26(_TensorDataset)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/dataset_ops.py:4710(<lambda>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/trainer.py:241(run_eagerly)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:570(isstring)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/custom_gradient.py:327(__init__)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_nn_ops.py:1367(<listcomp>)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/keras_tensor.py:57(dtype)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/_numba_cuda_redirector.py:57(find_spec)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/google/colab/_import_hooks/_client_info.py:29(find_spec)
       15    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/op_selector.py:40(concatenate_unique)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/custom_gradient.py:392(<genexpr>)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/tf_decorator.py:347(decorated_target)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1720(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:1564(_get_gradient_function)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/trainer.py:202(jit_compile)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:1004(record)
